DEFAULT_CLOCK,byteN,byteOut[0],byteOut[1],byteOut[2],byteOut[3],byteOut[4],byteOut[5],byteOut[6],byteOut[7],byteIn[0],byteIn[1],byteIn[2],byteIn[3],byteIn[4],byteIn[5],byteIn[6],byteIn[7]
0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1
0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1
0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1
0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1
0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1
0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1
0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1
0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1
0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1
0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1
0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1
0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1
0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1
0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1
0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1
0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1
0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1
0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1
0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1
0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1
0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1
0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1
