bitRamAddr[0],bitRamAddr[1],bitRamAddr[2],bitRamAddr[3],bitRamAddr[4],bitRamAddr[5],bitRamAddr[6],bitRamIn,bitRamEn,clk,bitRamRw,bitRamOut,reset,[1]bitRamAddr[0],[1]bitRamAddr[1],[1]bitRamAddr[2],[1]bitRamAddr[3],[1]bitRamAddr[4],[1]bitRamAddr[5],[1]bitRamAddr[6],[1]bitRamIn,[1]bitRamEn,[1]clk,[1]bitRamRw,[1]bitRamOut,[1]reset
0,1,1,1,1,1,1,1,1,0,1,3,0,1,0,1,1,1,1,1,1,1,0,0,3,0
1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,3,0
0,1,1,1,0,0,1,1,1,0,1,3,0,1,0,1,1,1,0,1,1,0,0,1,0,0
1,1,1,1,0,0,1,1,0,0,1,2,0,0,1,1,1,0,0,1,1,1,0,1,3,0
1,0,1,1,1,0,1,0,1,0,1,3,0,1,1,1,1,0,0,1,1,0,0,1,2,0
0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,3,0
1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0
1,0,0,1,1,1,1,0,0,0,1,3,0,1,1,0,0,1,0,1,1,0,0,0,1,0
0,0,1,1,0,1,1,0,1,0,1,3,0,1,0,0,1,1,1,1,0,0,0,1,3,0
0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,1,1,0,1,1,0,1,0,1,3,0
1,0,1,1,1,1,1,0,0,0,1,3,0,0,0,1,1,0,1,1,0,0,0,0,2,0
0,0,0,1,1,0,1,0,0,0,0,3,0,1,0,1,1,1,1,1,0,0,0,1,3,0
1,0,0,0,1,0,1,1,0,0,1,3,0,0,0,0,1,1,0,1,0,0,0,0,3,0
0,1,1,1,1,1,1,1,1,0,0,3,0,1,0,0,0,1,0,1,1,0,0,1,3,0
1,1,1,1,1,1,1,0,0,0,1,3,0,0,1,1,1,1,1,1,1,1,0,0,3,0
1,1,1,1,1,1,1,1,1,0,0,3,0,1,1,1,1,1,1,1,0,0,0,1,3,0
1,0,0,0,1,1,1,0,0,0,0,3,0,1,1,1,1,1,1,1,1,1,0,0,3,0
1,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,0,3,0
1,0,0,1,0,0,1,1,1,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,3,0
0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,3,0
0,0,1,0,1,0,1,1,1,0,0,3,0,0,1,1,1,1,0,1,0,0,0,1,1,0
0,1,1,0,0,0,1,0,0,0,1,3,0,0,0,1,0,1,0,1,1,1,0,0,3,0
0,1,1,0,1,0,1,1,1,0,0,3,0,0,1,1,0,0,0,1,0,0,0,1,3,0
0,1,0,0,1,0,1,1,0,0,1,3,0,0,1,1,0,1,0,1,1,1,0,0,3,0
1,1,0,1,0,0,1,1,0,0,1,3,0,0,1,0,0,1,0,1,1,0,0,1,3,0
1,0,1,1,0,0,1,0,1,0,1,3,0,1,1,0,1,0,0,1,1,0,0,1,3,0
1,1,1,1,1,1,1,0,0,0,0,2,0,1,0,1,1,0,0,1,0,1,0,1,3,0
1,0,1,1,1,1,1,0,0,0,0,3,0,1,1,1,1,1,1,1,0,0,0,0,2,0
0,1,0,1,1,1,1,1,0,0,1,3,0,1,0,1,1,1,1,1,0,0,0,0,3,0
0,0,1,0,1,1,1,1,1,0,1,3,0,0,1,0,1,1,1,1,1,0,0,1,3,0
1,0,1,1,0,1,1,1,0,0,1,2,0,0,0,1,0,1,1,1,1,1,0,1,3,0
0,1,1,1,0,1,1,0,0,0,0,3,0,1,0,1,1,0,1,1,1,0,0,1,2,0
0,1,0,1,0,1,1,0,0,0,1,3,0,0,1,1,1,0,1,1,0,0,0,0,3,0
1,1,0,1,0,1,1,1,1,0,1,3,0,0,1,0,1,0,1,1,0,0,0,1,3,0
0,1,0,0,0,0,1,1,1,0,0,2,0,1,1,0,1,0,1,1,1,1,0,1,3,0
1,1,0,0,1,0,1,1,1,0,0,2,0,0,1,0,0,0,0,1,1,1,0,0,2,0
0,0,1,1,0,1,1,1,1,0,1,2,0,1,1,0,0,1,0,1,1,1,0,0,2,0
1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,2,0
0,0,1,0,1,1,1,1,0,0,1,3,0,1,0,1,0,0,1,1,1,0,0,1,1,0
0,1,1,0,0,1,1,0,1,0,0,3,0,0,0,1,0,1,1,1,1,0,0,1,3,0
0,0,1,0,1,0,1,0,1,0,0,3,0,0,1,1,0,0,1,1,0,1,0,0,3,0
1,0,1,1,0,1,1,0,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,3,0
1,1,1,1,0,1,1,0,0,0,0,3,0,1,0,1,1,0,1,1,0,0,0,0,3,0
0,0,0,1,0,1,1,1,1,0,1,3,0,1,1,1,1,0,1,1,0,0,0,0,3,0
0,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,1,1,0,1,3,0
1,1,1,1,0,0,1,1,1,0,1,3,0,0,1,1,1,0,0,1,0,0,0,0,2,0
1,0,1,0,1,1,1,0,0,0,0,2,0,1,1,1,1,0,0,1,1,1,0,1,3,0
1,1,1,0,0,1,1,1,1,0,0,3,0,1,0,1,0,1,1,1,0,0,0,0,2,0
0,0,0,1,0,1,1,1,1,0,1,3,0,1,1,1,0,0,1,1,1,1,0,0,3,0
1,1,0,0,1,1,1,1,1,0,0,2,0,0,0,0,1,0,1,1,1,1,0,1,3,0
1,0,1,1,1,1,1,0,0,0,1,2,0,1,1,0,0,1,1,1,1,1,0,0,2,0
1,0,1,1,1,1,1,0,1,0,0,3,0,1,0,1,1,1,1,1,0,0,0,1,2,0
1,0,0,1,1,0,1,1,0,0,0,3,0,1,0,1,1,1,1,1,0,1,0,0,3,0
0,0,0,0,0,0,1,1,0,0,1,3,0,1,0,0,1,1,0,1,1,0,0,0,3,0
1,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,3,0
1,1,0,0,1,1,1,1,1,0,0,3,0,1,0,0,0,1,0,1,1,0,0,0,3,0
1,0,1,1,1,0,1,0,0,0,0,3,0,1,1,0,0,1,1,1,1,1,0,0,3,0
0,0,0,1,1,1,1,1,0,0,0,3,0,1,0,1,1,1,0,1,0,0,0,0,3,0
0,1,1,0,1,1,1,0,1,0,1,3,0,0,0,0,1,1,1,1,1,0,0,0,3,0
0,0,0,0,0,1,1,0,1,0,0,2,0,0,1,1,0,1,1,1,0,1,0,1,3,0
0,1,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,2,0
1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,2,0
1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0
0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0
0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,1,1,1,0,1,1,0
1,0,1,1,0,1,1,1,1,0,1,3,0,0,0,0,0,0,1,1,1,0,0,0,2,0
1,1,1,1,1,1,1,0,0,0,1,2,0,1,0,1,1,0,1,1,1,1,0,1,3,0
0,1,0,1,1,1,1,0,1,0,1,3,0,1,1,1,1,1,1,1,0,0,0,1,2,0
1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,3,0
0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0
0,0,1,0,1,1,1,0,0,0,1,2,0,0,0,1,0,0,1,1,1,1,0,1,0,0
1,1,1,0,1,1,1,0,0,0,0,3,0,0,0,1,0,1,1,1,0,0,0,1,2,0
0,1,0,1,1,1,1,0,1,0,0,3,0,1,1,1,0,1,1,1,0,0,0,0,3,0
0,0,1,1,1,0,1,0,1,0,0,3,0,0,1,0,1,1,1,1,0,1,0,0,3,0
0,1,1,0,1,0,1,1,1,0,1,3,0,0,0,1,1,1,0,1,0,1,0,0,3,0
0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,3,0
1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
0,0,1,1,0,1,1,1,0,0,1,2,0,1,0,1,1,0,0,1,0,1,0,1,1,0
0,0,1,0,1,1,1,1,0,0,1,3,0,0,0,1,1,0,1,1,1,0,0,1,2,0
1,0,1,1,0,1,1,0,1,0,1,3,0,0,0,1,0,1,1,1,1,0,0,1,3,0
0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,3,0
1,1,1,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,1,1,0
1,1,1,1,0,0,1,0,0,0,0,3,0,1,1,1,0,0,1,1,0,0,0,0,3,0
0,0,0,1,0,1,1,0,0,0,0,3,0,1,1,1,1,0,0,1,0,0,0,0,3,0
1,0,1,1,0,1,1,0,0,0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,3,0
0,0,0,0,0,1,1,0,1,0,1,3,0,1,0,1,1,0,1,1,0,0,0,1,3,0
1,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,1,3,0
0,1,1,1,0,1,1,1,1,0,0,3,0,1,0,0,0,0,1,1,1,0,0,1,2,0
0,1,0,0,0,0,1,0,0,0,1,3,0,0,1,1,1,0,1,1,1,1,0,0,3,0
1,1,1,0,0,0,1,1,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,3,0
1,1,1,0,1,0,1,0,0,0,1,3,0,1,1,1,0,0,0,1,1,1,0,0,3,0
1,1,1,0,1,0,1,0,1,0,0,3,0,1,1,1,0,1,0,1,0,0,0,1,3,0
0,0,1,0,1,1,1,0,1,0,0,3,0,1,1,1,0,1,0,1,0,1,0,0,3,0
0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,1,0,1,1,1,0,1,0,0,3,0
0,0,1,0,1,1,1,0,0,0,1,3,0,0,0,0,1,1,1,1,0,0,0,0,3,0
1,0,1,0,1,1,1,1,1,0,1,3,0,0,0,1,0,1,1,1,0,0,0,1,3,0
1,0,1,0,1,1,1,0,0,0,1,2,0,1,0,1,0,1,1,1,1,1,0,1,3,0
0,1,1,1,0,1,1,1,0,0,1,3,0,1,0,1,0,1,1,1,0,0,0,1,2,0
0,1,0,0,1,1,1,0,0,0,0,3,0,0,1,1,1,0,1,1,1,0,0,1,3,0
1,1,0,0,0,1,1,1,1,0,0,3,0,0,1,0,0,1,1,1,0,0,0,0,3,0
0,1,1,1,1,1,1,1,1,0,1,3,0,1,1,0,0,0,1,1,1,1,0,0,3,0
0,1,1,1,1,1,1,0,0,0,1,2,0,0,1,1,1,1,1,1,1,1,0,1,3,0
0,1,1,1,1,1,1,0,1,0,1,3,0,0,1,1,1,1,1,1,0,0,0,1,2,0
1,1,1,0,1,0,1,1,1,0,1,2,0,0,1,1,1,1,1,1,0,1,0,1,3,0
0,1,0,1,0,0,1,0,0,0,1,2,0,1,1,1,0,1,0,1,1,1,0,1,2,0
1,0,1,0,0,1,1,0,1,0,0,3,0,0,1,0,1,0,0,1,0,0,0,1,2,0
1,0,1,1,1,1,1,1,1,0,0,3,0,1,0,1,0,0,1,1,0,1,0,0,3,0
0,0,0,1,0,1,1,0,1,0,0,3,0,1,0,1,1,1,1,1,1,1,0,0,3,0
0,0,1,1,1,1,1,1,0,0,1,3,0,0,0,0,1,0,1,1,0,1,0,0,3,0
0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,1,1,1,1,1,0,0,1,3,0
0,0,0,1,0,1,1,1,1,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,3,0
1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,3,0
1,0,1,1,1,1,1,1,1,0,0,3,0,1,0,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,3,0,1,0,1,1,1,1,1,1,1,0,0,3,0
1,0,1,1,0,1,1,1,0,0,1,2,0,1,1,1,1,1,1,1,1,1,0,1,3,0
0,1,0,1,0,0,1,1,1,0,1,3,0,1,0,1,1,0,1,1,1,0,0,1,2,0
0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,3,0
1,1,0,0,1,0,1,1,0,0,0,2,0,0,1,0,1,1,0,1,1,1,0,1,0,0
0,1,0,0,1,1,1,0,1,0,0,3,0,1,1,0,0,1,0,1,1,0,0,0,2,0
0,1,1,1,0,1,1,1,0,0,1,3,0,0,1,0,0,1,1,1,0,1,0,0,3,0
1,1,1,0,0,1,1,1,0,0,0,3,0,0,1,1,1,0,1,1,1,0,0,1,3,0
0,1,1,0,0,1,1,1,0,0,1,3,0,1,1,1,0,0,1,1,1,0,0,0,3,0
1,1,1,1,0,0,1,1,1,0,0,3,0,0,1,1,0,0,1,1,1,0,0,1,3,0
0,0,0,1,1,0,1,1,1,0,1,3,0,1,1,1,1,0,0,1,1,1,0,0,3,0
1,1,0,1,1,0,1,1,0,0,0,2,0,0,0,0,1,1,0,1,1,1,0,1,3,0
0,0,0,0,0,1,1,1,1,0,0,3,0,1,1,0,1,1,0,1,1,0,0,0,2,0
0,0,1,0,1,1,1,0,1,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,3,0
1,1,0,0,0,1,1,1,0,0,1,3,0,0,0,1,0,1,1,1,0,1,0,0,3,0
1,0,1,0,1,1,1,0,0,0,0,3,0,1,1,0,0,0,1,1,1,0,0,1,3,0
1,0,0,1,1,1,1,0,0,0,0,3,0,1,0,1,0,1,1,1,0,0,0,0,3,0
0,1,1,1,1,1,1,1,0,0,0,3,0,1,0,0,1,1,1,1,0,0,0,0,3,0
0,1,0,1,1,1,1,1,0,0,1,3,0,0,1,1,1,1,1,1,1,0,0,0,3,0
1,0,0,1,1,0,1,1,1,0,0,3,0,0,1,0,1,1,1,1,1,0,0,1,3,0
1,0,1,0,0,1,1,1,0,0,0,3,0,1,0,0,1,1,0,1,1,1,0,0,3,0
0,0,1,0,0,1,1,0,1,0,1,3,0,1,0,1,0,0,1,1,1,0,0,0,3,0
1,0,0,0,1,1,1,1,0,0,1,2,0,0,0,1,0,0,1,1,0,1,0,1,3,0
1,1,1,1,0,1,1,1,1,0,0,3,0,1,0,0,0,1,1,1,1,0,0,1,2,0
1,0,1,0,1,1,1,0,1,0,0,3,0,1,1,1,1,0,1,1,1,1,0,0,3,0
1,0,0,0,1,1,1,0,1,0,1,3,0,1,0,1,0,1,1,1,0,1,0,0,3,0
1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,3,0
0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0
1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0
0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0
0,0,1,0,0,0,1,0,1,0,1,2,0,0,1,1,1,1,1,1,0,1,0,1,1,0
0,1,0,0,1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,2,0
1,0,0,1,1,0,1,1,1,0,1,3,0,0,1,0,0,1,1,1,1,0,0,0,2,0
1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,3,0
0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0
0,1,1,1,0,1,1,1,1,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,1,0
0,0,1,0,0,0,1,1,0,0,1,3,0,0,1,1,1,0,1,1,1,1,0,0,3,0
1,1,1,1,0,1,1,0,1,0,1,3,0,0,0,1,0,0,0,1,1,0,0,1,3,0
1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,3,0
1,1,1,0,1,1,1,0,0,0,1,3,0,1,1,1,1,1,0,1,1,0,0,1,0,0
0,1,1,0,1,1,1,1,0,0,1,3,0,1,1,1,0,1,1,1,0,0,0,1,3,0
1,0,0,1,0,0,1,1,1,0,0,3,0,0,1,1,0,1,1,1,1,0,0,1,3,0
1,1,0,1,0,0,1,0,0,0,1,3,0,1,0,0,1,0,0,1,1,1,0,0,3,0
1,1,0,0,1,1,1,1,1,0,0,3,0,1,1,0,1,0,0,1,0,0,0,1,3,0
0,1,0,0,1,1,1,0,0,0,1,3,0,1,1,0,0,1,1,1,1,1,0,0,3,0
1,1,0,1,0,1,1,0,0,0,0,3,0,0,1,0,0,1,1,1,0,0,0,1,3,0
1,0,1,1,1,1,1,1,0,0,0,3,0,1,1,0,1,0,1,1,0,0,0,0,3,0
1,1,0,1,1,1,1,0,1,0,0,3,0,1,0,1,1,1,1,1,1,0,0,0,3,0
0,0,1,1,1,0,1,0,1,0,0,3,0,1,1,0,1,1,1,1,0,1,0,0,3,0
0,0,0,1,0,1,1,0,0,0,1,3,0,0,0,1,1,1,0,1,0,1,0,0,3,0
0,1,0,1,0,1,1,1,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,1,3,0
0,0,0,0,1,0,1,0,1,0,1,3,0,0,1,0,1,0,1,1,1,0,0,0,3,0
0,1,1,1,1,1,1,0,1,0,1,2,0,0,0,0,0,1,0,1,0,1,0,1,3,0
0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,2,0
0,0,1,0,1,1,1,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,1,1,0
1,0,1,0,1,1,1,1,0,0,0,3,0,0,0,1,0,1,1,1,0,0,0,0,3,0
0,1,1,0,1,1,1,1,1,0,0,3,0,1,0,1,0,1,1,1,1,0,0,0,3,0
0,0,1,1,1,1,1,0,0,0,0,3,0,0,1,1,0,1,1,1,1,1,0,0,3,0
1,1,0,1,0,0,1,1,0,0,0,3,0,0,0,1,1,1,1,1,0,0,0,0,3,0
1,1,1,0,1,0,1,1,0,0,1,3,0,1,1,0,1,0,0,1,1,0,0,0,3,0
0,1,1,1,1,1,1,0,1,0,0,3,0,1,1,1,0,1,0,1,1,0,0,1,3,0
0,1,0,0,0,1,1,1,0,0,1,3,0,0,1,1,1,1,1,1,0,1,0,0,3,0
1,0,1,1,0,1,1,1,0,0,1,3,0,0,1,0,0,0,1,1,1,0,0,1,3,0
0,0,1,0,1,0,1,1,1,0,1,3,0,1,0,1,1,0,1,1,1,0,0,1,3,0
1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,3,0
1,1,0,1,1,1,1,0,0,0,1,3,0,1,1,1,1,0,1,1,1,0,0,1,0,0
1,0,1,0,0,1,1,1,0,0,0,3,0,1,1,0,1,1,1,1,0,0,0,1,3,0
1,1,0,0,1,1,1,1,0,0,0,3,0,1,0,1,0,0,1,1,1,0,0,0,3,0
0,0,0,0,0,1,1,1,0,0,1,3,0,1,1,0,0,1,1,1,1,0,0,0,3,0
1,0,1,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,1,3,0
1,0,1,1,0,1,1,1,1,0,1,3,0,1,0,1,0,0,1,1,1,0,0,0,3,0
1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,3,0
1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
1,0,0,0,1,1,1,0,1,0,1,2,0,1,1,0,0,0,0,1,1,1,0,1,1,0
0,1,0,1,1,1,1,1,1,0,0,2,0,1,0,0,0,1,1,1,0,1,0,1,2,0
0,0,0,1,0,1,1,1,1,0,1,2,0,0,1,0,1,1,1,1,1,1,0,0,2,0
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,2,0
1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,1,1,0,0,0,1,3,0
1,1,0,0,0,0,1,1,0,0,1,3,0,1,0,0,0,0,0,1,0,1,0,0,3,0
0,0,0,0,0,1,1,0,1,0,0,3,0,1,1,0,0,0,0,1,1,0,0,1,3,0
1,1,1,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,3,0
1,1,1,0,1,1,1,0,0,0,0,3,0,1,1,1,1,0,0,1,1,1,0,0,3,0
1,1,1,0,1,1,1,0,1,0,1,3,0,1,1,1,0,1,1,1,0,0,0,0,3,0
1,0,0,1,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,1,0,1,0,1,3,0
0,1,0,1,0,1,1,1,1,0,0,3,0,1,0,0,1,1,1,1,1,0,0,0,2,0
1,0,1,0,1,0,1,0,0,0,0,3,0,0,1,0,1,0,1,1,1,1,0,0,3,0
0,0,1,1,0,1,1,0,0,0,0,3,0,1,0,1,0,1,0,1,0,0,0,0,3,0
1,1,1,0,0,1,1,0,0,0,1,3,0,0,0,1,1,0,1,1,0,0,0,0,3,0
1,1,0,1,1,0,1,0,1,0,1,3,0,1,1,1,0,0,1,1,0,0,0,1,3,0
1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,3,0
0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0
1,1,1,1,0,0,1,1,1,0,1,3,0,0,0,1,0,0,1,1,0,1,0,0,3,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,3,0
1,1,0,0,0,0,1,0,1,0,0,2,0,1,1,1,1,1,1,1,1,1,0,1,1,0
1,1,1,0,1,1,1,1,0,0,1,2,0,1,1,0,0,0,0,1,0,1,0,0,2,0
1,1,1,0,1,1,1,0,0,0,0,3,0,1,1,1,0,1,1,1,1,0,0,1,2,0
0,1,0,0,1,0,1,1,0,0,0,3,0,1,1,1,0,1,1,1,0,0,0,0,3,0
0,0,0,0,0,1,1,0,0,0,1,3,0,0,1,0,0,1,0,1,1,0,0,0,3,0
0,0,1,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,3,0
1,1,0,1,0,1,1,0,1,0,1,3,0,0,0,1,0,0,1,1,1,1,0,0,3,0
1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,3,0
0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0
0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,3,0
0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0
0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
0,1,1,0,1,1,1,1,1,0,1,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,3,0
0,1,1,0,1,0,1,0,0,0,0,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,1,3,0,0,1,1,0,1,0,1,0,0,0,0,3,0
0,0,0,1,0,0,1,1,1,0,1,3,0,1,1,0,0,0,0,1,0,0,0,1,3,0
0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,1,1,0,1,3,0
1,0,1,1,1,1,1,0,1,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,2,0
1,0,1,0,0,1,1,1,0,0,0,3,0,1,0,1,1,1,1,1,0,1,0,0,3,0
1,0,1,1,1,0,1,1,0,0,0,3,0,1,0,1,0,0,1,1,1,0,0,0,3,0
1,1,1,0,1,0,1,0,1,0,0,3,0,1,0,1,1,1,0,1,1,0,0,0,3,0
0,1,1,1,1,1,1,1,0,0,1,3,0,1,1,1,0,1,0,1,0,1,0,0,3,0
1,0,1,1,0,0,1,0,0,0,0,3,0,0,1,1,1,1,1,1,1,0,0,1,3,0
0,0,0,0,1,1,1,0,1,0,0,3,0,1,0,1,1,0,0,1,0,0,0,0,3,0
0,1,1,1,1,1,1,0,0,0,1,3,0,0,0,0,0,1,1,1,0,1,0,0,3,0
0,1,0,1,0,1,1,0,1,0,0,3,0,0,1,1,1,1,1,1,0,0,0,1,3,0
1,1,0,1,0,1,1,1,1,0,1,3,0,0,1,0,1,0,1,1,0,1,0,0,3,0
1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,3,0
0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0
1,1,0,0,1,1,1,1,1,0,0,3,0,0,1,1,1,1,0,1,1,0,0,1,0,0
1,1,1,0,1,1,1,1,1,0,1,3,0,1,1,0,0,1,1,1,1,1,0,0,3,0
0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,3,0
1,0,1,0,0,0,1,1,0,0,1,3,0,0,0,0,0,1,1,1,1,0,0,0,1,0
1,1,1,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,1,1,0,0,1,3,0
0,0,1,1,0,1,1,1,0,0,0,3,0,1,1,1,0,0,0,1,0,0,0,0,3,0
1,0,0,0,1,1,1,0,0,0,0,3,0,0,0,1,1,0,1,1,1,0,0,0,3,0
0,1,1,0,0,1,1,1,0,0,1,3,0,1,0,0,0,1,1,1,0,0,0,0,3,0
0,0,0,0,1,1,1,0,0,0,0,3,0,0,1,1,0,0,1,1,1,0,0,1,3,0
1,0,1,1,1,1,1,0,1,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,3,0
1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,3,0
1,0,0,1,1,0,1,0,1,0,1,3,0,1,1,1,0,1,0,1,1,0,0,1,0,0
0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,3,0
1,0,0,1,1,1,1,1,1,0,1,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,3,0
1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0
1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
0,0,1,0,1,0,1,1,0,0,1,3,0,1,0,1,1,0,0,1,0,0,0,1,0,0
1,0,1,1,1,0,1,1,1,0,0,3,0,0,0,1,0,1,0,1,1,0,0,1,3,0
1,0,1,0,1,0,1,0,0,0,0,3,0,1,0,1,1,1,0,1,1,1,0,0,3,0
0,0,1,1,1,1,1,0,1,0,1,3,0,1,0,1,0,1,0,1,0,0,0,0,3,0
0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,3,0
1,0,1,1,1,0,1,0,1,0,0,3,0,0,1,0,1,1,0,1,1,0,0,0,1,0
