CPU_rd_addr[0],CPU_rd_addr[1],CPU_rd_addr[2],CPU_rd_addr[3],CPU_rd_addr[4],CPU_rd_addr[5],Clk,CPU_rd_apply,Reg_addr_0[0],Reg_addr_0[1],Reg_addr_0[2],Reg_addr_0[3],Reg_addr_0[4],Douta[0],Douta[1],Douta[2],Douta[3],Douta[4],Douta[5],Douta[6],Douta[7],Douta[8],Douta[9],Douta[10],Douta[11],Douta[12],Douta[13],Douta[14],Douta[15],Douta[16],Douta[17],Douta[18],Douta[19],Douta[20],Douta[21],Douta[22],Douta[23],Douta[24],Douta[25],Douta[26],Douta[27],Douta[28],Douta[29],Douta[30],Douta[31],Reg_apply_0,Reg_addr_1[0],Reg_addr_1[1],Reg_addr_1[2],Reg_addr_1[3],Reg_addr_1[4],Reg_data_0[0],Reg_data_0[1],Reg_data_0[2],Reg_data_0[3],Reg_data_0[4],Reg_data_0[5],Reg_data_0[6],Reg_data_0[7],Reg_data_0[8],Reg_data_0[9],Reg_data_0[10],Reg_data_0[11],Reg_data_0[12],Reg_data_0[13],Reg_data_0[14],Reg_data_0[15],Reg_apply_1,Reset,Reg_data_1[0],Reg_data_1[1],Reg_data_1[2],Reg_data_1[3],Reg_data_1[4],Reg_data_1[5],Reg_data_1[6],Reg_data_1[7],Reg_data_1[8],Reg_data_1[9],Reg_data_1[10],Reg_data_1[11],Reg_data_1[12],Reg_data_1[13],Reg_data_1[14],Reg_data_1[15],CPU_rd_grant,Wea,Addra[0],Addra[1],Addra[2],Addra[3],Addra[4],Addra[5],CPU_rd_apply_dl2,CPU_rd_apply_dl1,CPU_rd_dout[0],CPU_rd_dout[1],CPU_rd_dout[2],CPU_rd_dout[3],CPU_rd_dout[4],CPU_rd_dout[5],CPU_rd_dout[6],CPU_rd_dout[7],CPU_rd_dout[8],CPU_rd_dout[9],CPU_rd_dout[10],CPU_rd_dout[11],CPU_rd_dout[12],CPU_rd_dout[13],CPU_rd_dout[14],CPU_rd_dout[15],CPU_rd_dout[16],CPU_rd_dout[17],CPU_rd_dout[18],CPU_rd_dout[19],CPU_rd_dout[20],CPU_rd_dout[21],CPU_rd_dout[22],CPU_rd_dout[23],CPU_rd_dout[24],CPU_rd_dout[25],CPU_rd_dout[26],CPU_rd_dout[27],CPU_rd_dout[28],CPU_rd_dout[29],CPU_rd_dout[30],CPU_rd_dout[31],CPU_rd_apply_reg,CurrentState_reg[0],CurrentState_reg[1],CurrentState_reg[2],CurrentState_reg[3],CurrentState[0],CurrentState[1],CurrentState[2],CurrentState[3],DoutaReg[0],DoutaReg[1],DoutaReg[2],DoutaReg[3],DoutaReg[4],DoutaReg[5],DoutaReg[6],DoutaReg[7],DoutaReg[8],DoutaReg[9],DoutaReg[10],DoutaReg[11],DoutaReg[12],DoutaReg[13],DoutaReg[14],DoutaReg[15],DoutaReg[16],DoutaReg[17],DoutaReg[18],DoutaReg[19],DoutaReg[20],DoutaReg[21],DoutaReg[22],DoutaReg[23],DoutaReg[24],DoutaReg[25],DoutaReg[26],DoutaReg[27],DoutaReg[28],DoutaReg[29],DoutaReg[30],DoutaReg[31],Dina[0],Dina[1],Dina[2],Dina[3],Dina[4],Dina[5],Dina[6],Dina[7],Dina[8],Dina[9],Dina[10],Dina[11],Dina[12],Dina[13],Dina[14],Dina[15],Dina[16],Dina[17],Dina[18],Dina[19],Dina[20],Dina[21],Dina[22],Dina[23],Dina[24],Dina[25],Dina[26],Dina[27],Dina[28],Dina[29],Dina[30],Dina[31],Pipeline,NextState[0],NextState[1],NextState[2],NextState[3],Reg_next_0,Read,StepCounter[0],StepCounter[1],StepCounter[2],StepCounter[3],StepCounter[4],Reg_next_1,Write,[1]CPU_rd_addr[0],[1]CPU_rd_addr[1],[1]CPU_rd_addr[2],[1]CPU_rd_addr[3],[1]CPU_rd_addr[4],[1]CPU_rd_addr[5],[1]Clk,[1]CPU_rd_apply,[1]Reg_addr_0[0],[1]Reg_addr_0[1],[1]Reg_addr_0[2],[1]Reg_addr_0[3],[1]Reg_addr_0[4],[1]Douta[0],[1]Douta[1],[1]Douta[2],[1]Douta[3],[1]Douta[4],[1]Douta[5],[1]Douta[6],[1]Douta[7],[1]Douta[8],[1]Douta[9],[1]Douta[10],[1]Douta[11],[1]Douta[12],[1]Douta[13],[1]Douta[14],[1]Douta[15],[1]Douta[16],[1]Douta[17],[1]Douta[18],[1]Douta[19],[1]Douta[20],[1]Douta[21],[1]Douta[22],[1]Douta[23],[1]Douta[24],[1]Douta[25],[1]Douta[26],[1]Douta[27],[1]Douta[28],[1]Douta[29],[1]Douta[30],[1]Douta[31],[1]Reg_apply_0,[1]Reg_addr_1[0],[1]Reg_addr_1[1],[1]Reg_addr_1[2],[1]Reg_addr_1[3],[1]Reg_addr_1[4],[1]Reg_data_0[0],[1]Reg_data_0[1],[1]Reg_data_0[2],[1]Reg_data_0[3],[1]Reg_data_0[4],[1]Reg_data_0[5],[1]Reg_data_0[6],[1]Reg_data_0[7],[1]Reg_data_0[8],[1]Reg_data_0[9],[1]Reg_data_0[10],[1]Reg_data_0[11],[1]Reg_data_0[12],[1]Reg_data_0[13],[1]Reg_data_0[14],[1]Reg_data_0[15],[1]Reg_apply_1,[1]Reset,[1]Reg_data_1[0],[1]Reg_data_1[1],[1]Reg_data_1[2],[1]Reg_data_1[3],[1]Reg_data_1[4],[1]Reg_data_1[5],[1]Reg_data_1[6],[1]Reg_data_1[7],[1]Reg_data_1[8],[1]Reg_data_1[9],[1]Reg_data_1[10],[1]Reg_data_1[11],[1]Reg_data_1[12],[1]Reg_data_1[13],[1]Reg_data_1[14],[1]Reg_data_1[15],[1]CPU_rd_grant,[1]Wea,[1]Addra[0],[1]Addra[1],[1]Addra[2],[1]Addra[3],[1]Addra[4],[1]Addra[5],[1]CPU_rd_apply_dl2,[1]CPU_rd_apply_dl1,[1]CPU_rd_dout[0],[1]CPU_rd_dout[1],[1]CPU_rd_dout[2],[1]CPU_rd_dout[3],[1]CPU_rd_dout[4],[1]CPU_rd_dout[5],[1]CPU_rd_dout[6],[1]CPU_rd_dout[7],[1]CPU_rd_dout[8],[1]CPU_rd_dout[9],[1]CPU_rd_dout[10],[1]CPU_rd_dout[11],[1]CPU_rd_dout[12],[1]CPU_rd_dout[13],[1]CPU_rd_dout[14],[1]CPU_rd_dout[15],[1]CPU_rd_dout[16],[1]CPU_rd_dout[17],[1]CPU_rd_dout[18],[1]CPU_rd_dout[19],[1]CPU_rd_dout[20],[1]CPU_rd_dout[21],[1]CPU_rd_dout[22],[1]CPU_rd_dout[23],[1]CPU_rd_dout[24],[1]CPU_rd_dout[25],[1]CPU_rd_dout[26],[1]CPU_rd_dout[27],[1]CPU_rd_dout[28],[1]CPU_rd_dout[29],[1]CPU_rd_dout[30],[1]CPU_rd_dout[31],[1]CPU_rd_apply_reg,[1]CurrentState_reg[0],[1]CurrentState_reg[1],[1]CurrentState_reg[2],[1]CurrentState_reg[3],[1]CurrentState[0],[1]CurrentState[1],[1]CurrentState[2],[1]CurrentState[3],[1]DoutaReg[0],[1]DoutaReg[1],[1]DoutaReg[2],[1]DoutaReg[3],[1]DoutaReg[4],[1]DoutaReg[5],[1]DoutaReg[6],[1]DoutaReg[7],[1]DoutaReg[8],[1]DoutaReg[9],[1]DoutaReg[10],[1]DoutaReg[11],[1]DoutaReg[12],[1]DoutaReg[13],[1]DoutaReg[14],[1]DoutaReg[15],[1]DoutaReg[16],[1]DoutaReg[17],[1]DoutaReg[18],[1]DoutaReg[19],[1]DoutaReg[20],[1]DoutaReg[21],[1]DoutaReg[22],[1]DoutaReg[23],[1]DoutaReg[24],[1]DoutaReg[25],[1]DoutaReg[26],[1]DoutaReg[27],[1]DoutaReg[28],[1]DoutaReg[29],[1]DoutaReg[30],[1]DoutaReg[31],[1]Dina[0],[1]Dina[1],[1]Dina[2],[1]Dina[3],[1]Dina[4],[1]Dina[5],[1]Dina[6],[1]Dina[7],[1]Dina[8],[1]Dina[9],[1]Dina[10],[1]Dina[11],[1]Dina[12],[1]Dina[13],[1]Dina[14],[1]Dina[15],[1]Dina[16],[1]Dina[17],[1]Dina[18],[1]Dina[19],[1]Dina[20],[1]Dina[21],[1]Dina[22],[1]Dina[23],[1]Dina[24],[1]Dina[25],[1]Dina[26],[1]Dina[27],[1]Dina[28],[1]Dina[29],[1]Dina[30],[1]Dina[31],[1]Pipeline,[1]NextState[0],[1]NextState[1],[1]NextState[2],[1]NextState[3],[1]Reg_next_0,[1]Read,[1]StepCounter[0],[1]StepCounter[1],[1]StepCounter[2],[1]StepCounter[3],[1]StepCounter[4],[1]Reg_next_1,[1]Write
1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,2,2,0,1,2,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,2,2,0,0,1,1,1,1,2,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,2,2,0,1,2,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,2,2,0,0,0,1,1,1,2,0,0
1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,2,2,0,1,2,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,2,2,0,0,0,1,1,1,2,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,2,2,0,1,2,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,2,2,0,0,1,1,1,1,2,0,1
1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,2,2,1,1,2,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,2,2,0,0,0,1,1,1,2,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,2,2,0,1,2,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,2,2,0,0,0,1,1,1,2,0,0
1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,2,2,1,1,2,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,2,2,0,1,1,1,1,1,2,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,2,2,1,1,2,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,2,2,0,0,0,1,1,1,2,0,0
1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,2,2,0,1,2,2,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,0,0,0,1,1,1,2,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,2,2,1,1,2,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,2,2,0,1,1,1,1,1,2,0,0
0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,2,2,0,1,2,2,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,0,1,1,1,1,1,2,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,2,2,0,1,2,2,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,0,0,0,1,1,1,2,0,0
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,2,2,0,1,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,2,2,0,0,0,1,1,1,2,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,2,2,0,1,2,2,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,0,1,1,1,1,1,2,0,0
0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,2,2,0,1,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,2,2,0,0,1,1,1,1,2,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,2,2,0,1,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,2,2,0,0,0,1,1,1,2,0,0
0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,2,2,1,1,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,0,0,0,1,1,1,2,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,2,2,0,1,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,2,2,0,0,1,1,1,1,2,0,1
1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,2,2,0,1,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,2,2,0,0,0,1,1,1,2,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,2,2,1,1,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,0,0,0,1,1,1,2,0,0
1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,2,2,1,1,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,2,2,0,0,0,1,1,1,2,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,2,2,0,1,2,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,2,2,0,0,0,1,1,1,2,0,0
