baud_r_presc[0],baud_r_presc[1],baud_r_presc[2],baud_r_presc[3],baud_r_presc[4],baud_r_presc[5],go_error_frame,clk,go_rx_inter,go_overload_frame,go_seg2,go_seg1,go_tx,go_sync,node_error_passive,hard_sync,rst,resync,rx_idle,rx,send_ack,rx_inter,time_segment1[0],time_segment1[1],time_segment1[2],time_segment1[3],sync_jump_width[0],sync_jump_width[1],transmitter,time_segment2[0],time_segment2[1],time_segment2[2],triple_sampling,transmitting,tx_next,tx,preset_cnt[0],preset_cnt[1],preset_cnt[2],preset_cnt[3],preset_cnt[4],preset_cnt[5],preset_cnt[6],preset_cnt[7],sync_window,clk_cnt[0],clk_cnt[1],clk_cnt[2],clk_cnt[3],clk_cnt[4],clk_cnt[5],clk_cnt[6],clk_en_q,clk_en,hard_sync_blocked,delay[0],delay[1],delay[2],delay[3],resync_latched,quant_cnt[0],quant_cnt[1],quant_cnt[2],quant_cnt[3],quant_cnt[4],sample_point,sample[0],sample[1],sampled_bit_q,sampled_bit,seg2,seg1,sync_blocked,sync,tx_point,tx_next_sp,[1]baud_r_presc[0],[1]baud_r_presc[1],[1]baud_r_presc[2],[1]baud_r_presc[3],[1]baud_r_presc[4],[1]baud_r_presc[5],[1]go_error_frame,[1]clk,[1]go_rx_inter,[1]go_overload_frame,[1]go_seg2,[1]go_seg1,[1]go_tx,[1]go_sync,[1]node_error_passive,[1]hard_sync,[1]rst,[1]resync,[1]rx_idle,[1]rx,[1]send_ack,[1]rx_inter,[1]time_segment1[0],[1]time_segment1[1],[1]time_segment1[2],[1]time_segment1[3],[1]sync_jump_width[0],[1]sync_jump_width[1],[1]transmitter,[1]time_segment2[0],[1]time_segment2[1],[1]time_segment2[2],[1]triple_sampling,[1]transmitting,[1]tx_next,[1]tx,[1]preset_cnt[0],[1]preset_cnt[1],[1]preset_cnt[2],[1]preset_cnt[3],[1]preset_cnt[4],[1]preset_cnt[5],[1]preset_cnt[6],[1]preset_cnt[7],[1]sync_window,[1]clk_cnt[0],[1]clk_cnt[1],[1]clk_cnt[2],[1]clk_cnt[3],[1]clk_cnt[4],[1]clk_cnt[5],[1]clk_cnt[6],[1]clk_en_q,[1]clk_en,[1]hard_sync_blocked,[1]delay[0],[1]delay[1],[1]delay[2],[1]delay[3],[1]resync_latched,[1]quant_cnt[0],[1]quant_cnt[1],[1]quant_cnt[2],[1]quant_cnt[3],[1]quant_cnt[4],[1]sample_point,[1]sample[0],[1]sample[1],[1]sampled_bit_q,[1]sampled_bit,[1]seg2,[1]seg1,[1]sync_blocked,[1]sync,[1]tx_point,[1]tx_next_sp
0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,1
0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,2,2,0,0,0,0,2,2,2,0,1,2,2,2,2,0,1,1,1,1,0,1,1,0,0,0
