DATA_CONFIG_REG[0],DATA_CONFIG_REG[1],DATA_CONFIG_REG[2],DATA_CONFIG_REG[3],DATA_CONFIG_REG[4],DATA_CONFIG_REG[5],DATA_CONFIG_REG[6],DATA_CONFIG_REG[7],DATA_CONFIG_REG[8],DATA_CONFIG_REG[9],DATA_CONFIG_REG[10],DATA_CONFIG_REG[11],DATA_CONFIG_REG[12],DATA_CONFIG_REG[13],PRESETn,PCLK,fifo_rx_f_empty,TIMEOUT_TX[0],TIMEOUT_TX[1],TIMEOUT_TX[2],TIMEOUT_TX[3],TIMEOUT_TX[4],TIMEOUT_TX[5],TIMEOUT_TX[6],TIMEOUT_TX[7],TIMEOUT_TX[8],TIMEOUT_TX[9],TIMEOUT_TX[10],TIMEOUT_TX[11],TIMEOUT_TX[12],TIMEOUT_TX[13],fifo_tx_data_out[0],fifo_tx_data_out[1],fifo_tx_data_out[2],fifo_tx_data_out[3],fifo_tx_data_out[4],fifo_tx_data_out[5],fifo_tx_data_out[6],fifo_tx_data_out[7],fifo_tx_data_out[8],fifo_tx_data_out[9],fifo_tx_data_out[10],fifo_tx_data_out[11],fifo_tx_data_out[12],fifo_tx_data_out[13],fifo_tx_data_out[14],fifo_tx_data_out[15],fifo_tx_data_out[16],fifo_tx_data_out[17],fifo_tx_data_out[18],fifo_tx_data_out[19],fifo_tx_data_out[20],fifo_tx_data_out[21],fifo_tx_data_out[22],fifo_tx_data_out[23],fifo_tx_data_out[24],fifo_tx_data_out[25],fifo_tx_data_out[26],fifo_tx_data_out[27],fifo_tx_data_out[28],fifo_tx_data_out[29],fifo_tx_data_out[30],fifo_tx_data_out[31],fifo_rx_f_full,fifo_tx_f_full,fifo_tx_f_empty,TX_EMPTY,RX_EMPTY,ENABLE_SDA,ERROR,ENABLE_SCL,BR_CLK_O_RX,BR_CLK_O,SDA_OUT,RESPONSE,count_receive_data[0],count_receive_data[1],count_receive_data[2],count_receive_data[3],count_receive_data[4],count_receive_data[5],count_receive_data[6],count_receive_data[7],count_receive_data[8],count_receive_data[9],count_receive_data[10],count_receive_data[11],SDA_OUT_RX,count_send_data[0],count_send_data[1],count_send_data[2],count_send_data[3],count_send_data[4],count_send_data[5],count_send_data[6],count_send_data[7],count_send_data[8],count_send_data[9],count_send_data[10],count_send_data[11],count_rx[0],count_rx[1],count_tx[0],count_tx[1],count_timeout[0],count_timeout[1],count_timeout[2],count_timeout[3],count_timeout[4],count_timeout[5],count_timeout[6],count_timeout[7],count_timeout[8],count_timeout[9],count_timeout[10],count_timeout[11],fifo_rx_wr_en,fifo_rx_data_in[0],fifo_rx_data_in[1],fifo_rx_data_in[2],fifo_rx_data_in[3],fifo_rx_data_in[4],fifo_rx_data_in[5],fifo_rx_data_in[6],fifo_rx_data_in[7],fifo_rx_data_in[8],fifo_rx_data_in[9],fifo_rx_data_in[10],fifo_rx_data_in[11],fifo_rx_data_in[12],fifo_rx_data_in[13],fifo_rx_data_in[14],fifo_rx_data_in[15],fifo_rx_data_in[16],fifo_rx_data_in[17],fifo_rx_data_in[18],fifo_rx_data_in[19],fifo_rx_data_in[20],fifo_rx_data_in[21],fifo_rx_data_in[22],fifo_rx_data_in[23],fifo_rx_data_in[24],fifo_rx_data_in[25],fifo_rx_data_in[26],fifo_rx_data_in[27],fifo_rx_data_in[28],fifo_rx_data_in[29],fifo_rx_data_in[30],fifo_rx_data_in[31],next_state_rx[0],next_state_rx[1],next_state_rx[2],next_state_rx[3],next_state_rx[4],next_state_rx[5],fifo_tx_rd_en,state_rx[0],state_rx[1],state_rx[2],state_rx[3],state_rx[4],state_rx[5],next_state_tx[0],next_state_tx[1],next_state_tx[2],next_state_tx[3],next_state_tx[4],next_state_tx[5],state_tx[0],state_tx[1],state_tx[2],state_tx[3],state_tx[4],state_tx[5],[1]DATA_CONFIG_REG[0],[1]DATA_CONFIG_REG[1],[1]DATA_CONFIG_REG[2],[1]DATA_CONFIG_REG[3],[1]DATA_CONFIG_REG[4],[1]DATA_CONFIG_REG[5],[1]DATA_CONFIG_REG[6],[1]DATA_CONFIG_REG[7],[1]DATA_CONFIG_REG[8],[1]DATA_CONFIG_REG[9],[1]DATA_CONFIG_REG[10],[1]DATA_CONFIG_REG[11],[1]DATA_CONFIG_REG[12],[1]DATA_CONFIG_REG[13],[1]PRESETn,[1]PCLK,[1]fifo_rx_f_empty,[1]TIMEOUT_TX[0],[1]TIMEOUT_TX[1],[1]TIMEOUT_TX[2],[1]TIMEOUT_TX[3],[1]TIMEOUT_TX[4],[1]TIMEOUT_TX[5],[1]TIMEOUT_TX[6],[1]TIMEOUT_TX[7],[1]TIMEOUT_TX[8],[1]TIMEOUT_TX[9],[1]TIMEOUT_TX[10],[1]TIMEOUT_TX[11],[1]TIMEOUT_TX[12],[1]TIMEOUT_TX[13],[1]fifo_tx_data_out[0],[1]fifo_tx_data_out[1],[1]fifo_tx_data_out[2],[1]fifo_tx_data_out[3],[1]fifo_tx_data_out[4],[1]fifo_tx_data_out[5],[1]fifo_tx_data_out[6],[1]fifo_tx_data_out[7],[1]fifo_tx_data_out[8],[1]fifo_tx_data_out[9],[1]fifo_tx_data_out[10],[1]fifo_tx_data_out[11],[1]fifo_tx_data_out[12],[1]fifo_tx_data_out[13],[1]fifo_tx_data_out[14],[1]fifo_tx_data_out[15],[1]fifo_tx_data_out[16],[1]fifo_tx_data_out[17],[1]fifo_tx_data_out[18],[1]fifo_tx_data_out[19],[1]fifo_tx_data_out[20],[1]fifo_tx_data_out[21],[1]fifo_tx_data_out[22],[1]fifo_tx_data_out[23],[1]fifo_tx_data_out[24],[1]fifo_tx_data_out[25],[1]fifo_tx_data_out[26],[1]fifo_tx_data_out[27],[1]fifo_tx_data_out[28],[1]fifo_tx_data_out[29],[1]fifo_tx_data_out[30],[1]fifo_tx_data_out[31],[1]fifo_rx_f_full,[1]fifo_tx_f_full,[1]fifo_tx_f_empty,[1]TX_EMPTY,[1]RX_EMPTY,[1]ENABLE_SDA,[1]ERROR,[1]ENABLE_SCL,[1]BR_CLK_O_RX,[1]BR_CLK_O,[1]SDA_OUT,[1]RESPONSE,[1]count_receive_data[0],[1]count_receive_data[1],[1]count_receive_data[2],[1]count_receive_data[3],[1]count_receive_data[4],[1]count_receive_data[5],[1]count_receive_data[6],[1]count_receive_data[7],[1]count_receive_data[8],[1]count_receive_data[9],[1]count_receive_data[10],[1]count_receive_data[11],[1]SDA_OUT_RX,[1]count_send_data[0],[1]count_send_data[1],[1]count_send_data[2],[1]count_send_data[3],[1]count_send_data[4],[1]count_send_data[5],[1]count_send_data[6],[1]count_send_data[7],[1]count_send_data[8],[1]count_send_data[9],[1]count_send_data[10],[1]count_send_data[11],[1]count_rx[0],[1]count_rx[1],[1]count_tx[0],[1]count_tx[1],[1]count_timeout[0],[1]count_timeout[1],[1]count_timeout[2],[1]count_timeout[3],[1]count_timeout[4],[1]count_timeout[5],[1]count_timeout[6],[1]count_timeout[7],[1]count_timeout[8],[1]count_timeout[9],[1]count_timeout[10],[1]count_timeout[11],[1]fifo_rx_wr_en,[1]fifo_rx_data_in[0],[1]fifo_rx_data_in[1],[1]fifo_rx_data_in[2],[1]fifo_rx_data_in[3],[1]fifo_rx_data_in[4],[1]fifo_rx_data_in[5],[1]fifo_rx_data_in[6],[1]fifo_rx_data_in[7],[1]fifo_rx_data_in[8],[1]fifo_rx_data_in[9],[1]fifo_rx_data_in[10],[1]fifo_rx_data_in[11],[1]fifo_rx_data_in[12],[1]fifo_rx_data_in[13],[1]fifo_rx_data_in[14],[1]fifo_rx_data_in[15],[1]fifo_rx_data_in[16],[1]fifo_rx_data_in[17],[1]fifo_rx_data_in[18],[1]fifo_rx_data_in[19],[1]fifo_rx_data_in[20],[1]fifo_rx_data_in[21],[1]fifo_rx_data_in[22],[1]fifo_rx_data_in[23],[1]fifo_rx_data_in[24],[1]fifo_rx_data_in[25],[1]fifo_rx_data_in[26],[1]fifo_rx_data_in[27],[1]fifo_rx_data_in[28],[1]fifo_rx_data_in[29],[1]fifo_rx_data_in[30],[1]fifo_rx_data_in[31],[1]next_state_rx[0],[1]next_state_rx[1],[1]next_state_rx[2],[1]next_state_rx[3],[1]next_state_rx[4],[1]next_state_rx[5],[1]fifo_tx_rd_en,[1]state_rx[0],[1]state_rx[1],[1]state_rx[2],[1]state_rx[3],[1]state_rx[4],[1]state_rx[5],[1]next_state_tx[0],[1]next_state_tx[1],[1]next_state_tx[2],[1]next_state_tx[3],[1]next_state_tx[4],[1]next_state_tx[5],[1]state_tx[0],[1]state_tx[1],[1]state_tx[2],[1]state_tx[3],[1]state_tx[4],[1]state_tx[5]
1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2
1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2
0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2
0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2
