decoder_coding_err,ck,ebi_K,decoder_disparity_err,loopback,ebi_rxd[0],ebi_rxd[1],ebi_rxd[2],ebi_rxd[3],ebi_rxd[4],ebi_rxd[5],ebi_rxd[6],ebi_rxd[7],signal_detect,reset,startup_enable,INVALID,ebi_K_out,ebi_K_d1,ebi_rxd_out[0],ebi_rxd_out[1],ebi_rxd_out[2],ebi_rxd_out[3],ebi_rxd_out[4],ebi_rxd_out[5],ebi_rxd_out[6],ebi_rxd_out[7],ebi_rxd_d1[0],ebi_rxd_d1[1],ebi_rxd_d1[2],ebi_rxd_d1[3],ebi_rxd_d1[4],ebi_rxd_d1[5],ebi_rxd_d1[6],ebi_rxd_d1[7],good_cgs_m_cnt,good_cgs[0],good_cgs[1],good_cgs[2],good_cgs_m_init,good_cgs_m_inc,pcs_sync_present[0],pcs_sync_present[1],pcs_sync_present[2],pcs_sync_present[3],pcs_sync_next[0],pcs_sync_next[1],pcs_sync_next[2],pcs_sync_next[3],running_disparity_negative_m_set,running_disparity,rx_even,running_disparity_positive_m_set,rx_even_m_init,rx_even_m_clr,rx_even_m_toggle,rx_even_m_set,sync_m_lost,sync_m_acquired,sync_status,[1]decoder_coding_err,[1]ck,[1]ebi_K,[1]decoder_disparity_err,[1]loopback,[1]ebi_rxd[0],[1]ebi_rxd[1],[1]ebi_rxd[2],[1]ebi_rxd[3],[1]ebi_rxd[4],[1]ebi_rxd[5],[1]ebi_rxd[6],[1]ebi_rxd[7],[1]signal_detect,[1]reset,[1]startup_enable,[1]INVALID,[1]ebi_K_out,[1]ebi_K_d1,[1]ebi_rxd_out[0],[1]ebi_rxd_out[1],[1]ebi_rxd_out[2],[1]ebi_rxd_out[3],[1]ebi_rxd_out[4],[1]ebi_rxd_out[5],[1]ebi_rxd_out[6],[1]ebi_rxd_out[7],[1]ebi_rxd_d1[0],[1]ebi_rxd_d1[1],[1]ebi_rxd_d1[2],[1]ebi_rxd_d1[3],[1]ebi_rxd_d1[4],[1]ebi_rxd_d1[5],[1]ebi_rxd_d1[6],[1]ebi_rxd_d1[7],[1]good_cgs_m_cnt,[1]good_cgs[0],[1]good_cgs[1],[1]good_cgs[2],[1]good_cgs_m_init,[1]good_cgs_m_inc,[1]pcs_sync_present[0],[1]pcs_sync_present[1],[1]pcs_sync_present[2],[1]pcs_sync_present[3],[1]pcs_sync_next[0],[1]pcs_sync_next[1],[1]pcs_sync_next[2],[1]pcs_sync_next[3],[1]running_disparity_negative_m_set,[1]running_disparity,[1]rx_even,[1]running_disparity_positive_m_set,[1]rx_even_m_init,[1]rx_even_m_clr,[1]rx_even_m_toggle,[1]rx_even_m_set,[1]sync_m_lost,[1]sync_m_acquired,[1]sync_status
1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,2,2,0,0,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0
